"","datesong","mean_views","mean_score","min_views","max_views","mean_likes","min_likes","max_likes","vid_name","ytub_url","art_name","d_posted","cartist","colab"
"59","3120_https://www.youtube.com/watch?v=XDty5suQEfk",25379.7867647059,3,24481,26259,158.647058823529,152,164,"Fly ","https://www.youtube.com/watch?v=XDty5suQEfk","Khaligraph Jones  K47 
Kristoff 
Roso",1397163600,"khaligraphjones","yes"
"60","3121_https://www.youtube.com/watch?v=qKHpSYtwliE",20097.3014705882,2,19805,20373,183.897058823529,180,188,"Kidosho [Abo Teri Mos]","https://www.youtube.com/watch?v=qKHpSYtwliE","Khaligraph Jones",1392238800,"khaligraphjones","no"
"61","3122_https://www.youtube.com/watch?v=GUAVN40sZx4",10930.2941176471,1,10832,11006,157.022058823529,157,158,"Dedication (we are one)","https://www.youtube.com/watch?v=GUAVN40sZx4","Khaligraph Jones",1380488400,"khaligraphjones","no"
"62","3123_https://www.youtube.com/watch?v=DtuPrDvprXI",45730.8161764706,2.08088235294118,45208,46250,298.801470588235,295,303,"Fuck Off","https://www.youtube.com/watch?v=DtuPrDvprXI","Khaligraph Jones",1369861200,"khaligraphjones","no"
"63","3124_https://www.youtube.com/watch?v=c1tvgCxXcGo",36559.6029411765,2,36315,36834,193.058823529412,192,195,"We Be Happening","https://www.youtube.com/watch?v=c1tvgCxXcGo","Khaligraph Jones",1366232400,"khaligraphjones","no"
"64","3157_https://www.youtube.com/watch?v=FSJxFh8-LLY",35266.25,332.669117647059,25982,42842,491.316176470588,418,544,"Ndio Kusema","https://www.youtube.com/watch?v=FSJxFh8-LLY","King Kaka Avril 
Femi One",1449867600,"kaka","yes"
"65","3158_https://www.youtube.com/watch?v=1DQ4f6G-aCA",85307.7794117647,524.860294117647,43856,107024,1143.51470588235,937,1327,"Ruka","https://www.youtube.com/watch?v=1DQ4f6G-aCA","Phy  Khaligraph Jones 
King Kaka",1448744400,"kaka","yes"
"66","3158_https://www.youtube.com/watch?v=1DQ4f6G-aCA",85307.7794117647,524.860294117647,43856,107024,1143.51470588235,937,1327,"Ruka","https://www.youtube.com/watch?v=1DQ4f6G-aCA","Phy  Khaligraph Jones 
King Kaka",1448744400,"khaligraphjones","yes"
"67","3159_https://www.youtube.com/watch?v=Emwi53zXoV4",108390.904411765,270.661764705882,91268,126359,878.529411764706,783,970,"Lini","https://www.youtube.com/watch?v=Emwi53zXoV4","King Kaka Rich  Mavoko",1444770000,"kaka","yes"
"68","3161_https://www.youtube.com/watch?v=ThFTGfx6ECU",25529.6397058824,52.3308823529412,20891,30382,321.514705882353,283,360,"Give It To Me","https://www.youtube.com/watch?v=ThFTGfx6ECU","Kagwe  Mungai King Kaka",1443646800,"kaka","yes"
"69","3162_https://www.youtube.com/watch?v=k7DvRoWkyXQ",39433.4411764706,49.6691176470588,37545,40845,511.125,496,523,"Najipendelea","https://www.youtube.com/watch?v=k7DvRoWkyXQ","King Kaka G Nako
Joh Makini",1440104400,"kaka","yes"
"70","3163_https://www.youtube.com/watch?v=LHVy3HUq1z8",84171.3308823529,78.9852941176471,81267,86946,1165.08088235294,1150,1177,"Gerarahia","https://www.youtube.com/watch?v=LHVy3HUq1z8","King Kaka",1437512400,"kaka","yes"
"71","3165_https://www.youtube.com/watch?v=ranBWPZ4AtM",92834.6764705882,66.1102941176471,90245,95226,1120.61029411765,1107,1133,"Ninaweza","https://www.youtube.com/watch?v=ranBWPZ4AtM","Avril  King Kaka",1434661200,"kaka","yes"
"72","3168_https://www.youtube.com/watch?v=h1k3iUvBa8c",308051.985294118,110.941176470588,297489,318465,1320.65441176471,1282,1368,"Dandia","https://www.youtube.com/watch?v=h1k3iUvBa8c","Kristoff  Frasha 
King Kaka",1425416400,"kaka","yes"
"73","3169_https://www.youtube.com/watch?v=Fs23M4C5lLs",239640.161764706,79.8014705882353,228354,249262,1213.86764705882,1177,1253,"Njoo","https://www.youtube.com/watch?v=Fs23M4C5lLs","King Kaka Rich  Mavoko",1424120400,"kaka","yes"
"74","3170_https://www.youtube.com/watch?v=MUHIpQg8yFA",104459.676470588,24.3602941176471,101733,106964,619.338235294118,605,630,"Leta","https://www.youtube.com/watch?v=MUHIpQg8yFA","King Kaka",1417381200,"kaka","yes"
"75","3171_https://www.youtube.com/watch?v=HiG-75Nq4tA",106244.102941176,21.9632352941176,104065,108396,811.139705882353,805,820,"Kichinjo","https://www.youtube.com/watch?v=HiG-75Nq4tA","King Kaka",1414789200,"kaka","yes"
"76","3172_https://www.youtube.com/watch?v=XtpPSugtX8A",98078.3014705882,18.0294117647059,96166,99698,768.352941176471,761,775,"Kafiri","https://www.youtube.com/watch?v=XtpPSugtX8A","King Kaka Kanana",1412110800,"kaka","yes"
"77","3173_https://www.youtube.com/watch?v=KHzE70pdwE8",42729.9558823529,7.05147058823529,42234,43386,185.213235294118,184,187,"Uko Tu Sawa","https://www.youtube.com/watch?v=KHzE70pdwE8","King Kaka",1409518800,"kaka","yes"
"78","3174_https://www.youtube.com/watch?v=XWqFFlwC_yI",374867.639705882,56,349832,407853,1447.71323529412,1387,1528,"Twende","https://www.youtube.com/watch?v=XWqFFlwC_yI","King Kaka Sudi Boy",1406840400,"kaka","yes"
"79","3175_https://www.youtube.com/watch?v=l2gfuIEQjnw",28809.7205882353,4,28609,28996,224.169117647059,222,225,"Nishazoea","https://www.youtube.com/watch?v=l2gfuIEQjnw","King Kaka",1404248400,"kaka","yes"
"80","3177_https://www.youtube.com/watch?v=MOCRkyfeHUA",518.764705882353,0,517,520,2,2,2,"Sesube","https://www.youtube.com/watch?v=MOCRkyfeHUA","Yunasi  King Kaka",1400101200,"kaka","yes"
"81","3178_https://www.youtube.com/watch?v=Ra2aRnWaomg",54665.8897058823,5,54031,55317,403.838235294118,399,408,"Tulia Tu","https://www.youtube.com/watch?v=Ra2aRnWaomg","King Kaka HHP 
Wangechi",1392930000,"kaka","yes"
"82","3179_https://www.youtube.com/watch?v=O1LGkGHm8ic",97544.8529411765,7,95137,99616,648.860294117647,635,665,"Ni Mapenzi","https://www.youtube.com/watch?v=O1LGkGHm8ic","King Kaka Kanana",1382648400,"kaka","yes"
"83","3180_https://www.youtube.com/watch?v=-e6rzgQrHeY",22567.4779411765,2,21557,23107,246.169117647059,235,250,"1963 [Unite Kenya]","https://www.youtube.com/watch?v=-e6rzgQrHeY","King Kaka Kanana 
Tim Rimbui",1382302800,"kaka","yes"
"84","3181_https://www.youtube.com/watch?v=JiCZ5tEUISY",305307.764705882,17.625,304431,306212,1752.64705882353,1744,1760,"Ligi Soo remix","https://www.youtube.com/watch?v=JiCZ5tEUISY","King Kaka Chiwawa 
Femi One
Jay A 
Lyra Aoko
Maddtraxx 
Mejja 
Petra 
Raz 
Wangechi",1373662800,"kaka","yes"
"85","3182_https://www.youtube.com/watch?v=DCiY6rQsIVQ",39292.75,2,38388,40172,275.566176470588,267,282,"We Miss Them","https://www.youtube.com/watch?v=DCiY6rQsIVQ","King Kaka Nadu",1369774800,"kaka","yes"
"86","3183_https://www.youtube.com/watch?v=FVGredQlP_4",23503.8676470588,1,23265,23741,208.808823529412,207,211,"Waiting","https://www.youtube.com/watch?v=FVGredQlP_4","King Kaka Naomi",1363294800,"kaka","yes"
"87","3184_https://www.youtube.com/watch?v=g4bsOtn0DJk",63037.7279411765,3,62504,63539,380.595588235294,372,386,"Ligi Soo","https://www.youtube.com/watch?v=g4bsOtn0DJk","King Kaka",1363294800,"kaka","yes"
"88","3186_https://www.youtube.com/watch?v=ohdJmItlEuA",36572.6102941177,2,35897,37222,210.647058823529,208,214,"Last Hope","https://www.youtube.com/watch?v=ohdJmItlEuA","King Kaka",1358456400,"kaka","yes"
"89","3187_https://www.youtube.com/watch?v=WCk3Id1qTsU",8182.80147058824,0,8125,8227,68,68,68,"Siku Za Kitambo","https://www.youtube.com/watch?v=WCk3Id1qTsU","King Kaka Mesel",1354136400,"kaka","yes"
"90","3188_https://www.youtube.com/watch?v=PzDYqxgSkQU",81177.6691176471,3,80753,81602,427.330882352941,424,432,"Adisia","https://www.youtube.com/watch?v=PzDYqxgSkQU","King Kaka",1352926800,"kaka","yes"
"91","3189_https://www.youtube.com/watch?v=VKZjEp38sWU",32591.6764705882,1,32355,32990,146.477941176471,145,149,"Haiwessmake","https://www.youtube.com/watch?v=VKZjEp38sWU","King Kaka Chess",1349298000,"kaka","yes"
"92","3190_https://www.youtube.com/watch?v=wx9z74iZsmU",153421.441176471,5,148183,159347,1172.02941176471,1114,1241,"Swahili Shakespeare","https://www.youtube.com/watch?v=wx9z74iZsmU","King Kaka",1340830800,"kaka","yes"
